MAC,Timestamp,Latitude,Longitude,HorizontalAccuracy,Altitude,VerticalAccuracy,Speed,Course,Confidence
50:67:f0:86:a8:ac,363630672.185595,38.84781807,-77.08078348,42.0,35.0,14.0,-1.0,-1.0,50
50:67:f0:86:a7:b1,363630672.185595,38.84781497,-77.08077418,42.0,37.0,14.0,-1.0,-1.0,50
e0:91:f5:bb:6f:fd,363630672.185595,38.84832465,-77.08062237,103.0,39.0,18.0,-1.0,-1.0,50
50:67:f0:86:a7:bd,363630672.185595,38.84736782,-77.08120757,42.0,39.0,17.0,-1.0,-1.0,50
0:26:62:81:5c:7d,363630672.185595,38.84838062,-77.0837863,46.0,44.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:82,363630672.185595,38.84732824,-77.08126902,42.0,35.0,17.0,-1.0,-1.0,50
0:26:62:40:a0:4c,363630672.185595,38.84939259,-77.08303505,55.0,49.0,12.0,-1.0,-1.0,50
c4:3d:c7:9a:37:bc,363630672.185595,38.84749406,-77.08338135,42.0,40.0,16.0,-1.0,-1.0,50
0:1f:90:e3:39:77,363630672.185595,38.84860831,-77.08376306,45.0,45.0,12.0,-1.0,-1.0,50
0:1f:90:ba:f1:c,363630672.185595,38.84923934,-77.08331096,43.0,53.0,11.0,-1.0,-1.0,50
50:67:f0:86:a7:a8,363630672.185595,38.8473193,-77.08125334,42.0,39.0,18.0,-1.0,-1.0,50
50:67:f0:86:a7:d6,363630672.185595,38.84742999,-77.08107662,42.0,36.0,19.0,-1.0,-1.0,50
0:7f:28:26:e8:71,363630672.185595,38.8483203,-77.08058649,42.0,38.0,16.0,-1.0,-1.0,50
0:21:63:83:5c:41,363630672.185595,38.8484112,-77.08058393,42.0,37.0,19.0,-1.0,-1.0,50
a0:21:b7:b8:34:da,363630672.185595,38.84959733,-77.082372,43.0,43.0,12.0,-1.0,-1.0,50
0:15:ff:16:97:5e,363630672.185595,38.84749495,-77.08097207,42.0,27.0,5.0,-1.0,-1.0,50
0:26:f3:df:55:38,363630672.185595,38.84777116,-77.08073741,118.0,33.0,14.0,-1.0,-1.0,50
0:26:f3:fa:cb:2a,363630672.745583,38.84771627,-77.07948327,47.0,30.0,13.0,-1.0,-1.0,50
0:21:63:a9:5d:a,363630672.745583,38.84834802,-77.07971268,42.0,52.0,20.0,-1.0,-1.0,50
0:1f:33:b3:ec:f4,363630672.745583,38.84875112,-77.08090412,63.0,38.0,14.0,-1.0,-1.0,50
68:7f:74:b6:37:76,363630672.745583,38.84846824,-77.07984119,42.0,54.0,25.0,-1.0,-1.0,50
68:7f:74:2c:d3:55,363630672.745583,38.84846127,-77.07983201,42.0,50.0,24.0,-1.0,-1.0,50
0:26:f3:fa:cb:2b,363630672.745583,38.84772258,-77.07947468,45.0,30.0,17.0,-1.0,-1.0,50
0:26:f2:94:2e:e8,363630672.745583,38.84766274,-77.07947748,50.0,30.0,14.0,-1.0,-1.0,50
0:25:9c:49:ad:b2,363630672.745583,38.84859335,-77.08144718,42.0,55.0,15.0,-1.0,-1.0,50
0:1d:cf:33:f8:50,363630672.745583,38.84830296,-77.07966685,42.0,54.0,22.0,-1.0,-1.0,50
4c:ed:de:25:e4:76,363630672.745583,38.84868121,-77.08021771,42.0,40.0,14.0,-1.0,-1.0,50
0:7f:28:7:b5:e7,363630672.745583,38.8483774,-77.07972192,42.0,51.0,23.0,-1.0,-1.0,50
0:7f:28:23:5f:e2,363630672.745583,38.8487128,-77.08030766,42.0,39.0,14.0,-1.0,-1.0,50
98:fc:11:df:86:15,363630672.745583,38.84874159,-77.08105707,42.0,38.0,15.0,-1.0,-1.0,50
0:26:b8:98:fb:bd,363630672.745583,38.84757155,-77.07948172,66.0,27.0,11.0,-1.0,-1.0,50
34:8:4:13:af:96,363630672.745583,38.84838414,-77.07972228,42.0,49.0,23.0,-1.0,-1.0,50
0:26:f3:ce:37:58,363630672.745583,38.84844183,-77.07978343,50.0,42.0,21.0,-1.0,-1.0,50
0:1d:d1:62:ae:10,363630672.745583,38.84844195,-77.07978338,42.0,52.0,18.0,-1.0,-1.0,50
0:26:f3:fa:cb:28,363630672.745583,38.84767079,-77.07946038,47.0,29.0,14.0,-1.0,-1.0,50
b8:8d:12:5f:b5:8d,363630672.745583,38.84842574,-77.07976353,42.0,50.0,24.0,-1.0,-1.0,50
0:7f:28:b9:a4:39,363630672.745583,38.84844195,-77.07977986,42.0,51.0,30.0,-1.0,-1.0,50
0:26:b8:49:c1:27,363630672.745583,38.84780699,-77.07945072,52.0,34.0,19.0,-1.0,-1.0,50
0:7f:28:33:46:2a,363630672.745583,38.84830135,-77.07964062,42.0,56.0,16.0,-1.0,-1.0,50
68:7f:74:2c:d3:54,363630672.745583,38.84845799,-77.07979071,42.0,51.0,19.0,-1.0,-1.0,50
c4:3d:c7:4d:fc:3c,363630672.745583,38.84828841,-77.0796259,42.0,55.0,20.0,-1.0,-1.0,50
68:7f:74:b6:37:77,363630672.745583,38.84849637,-77.07983398,42.0,56.0,21.0,-1.0,-1.0,50
0:7f:28:15:a:13,363630672.745583,38.8482607,-77.0796042,42.0,52.0,22.0,-1.0,-1.0,50
0:1f:5b:8a:65:2d,363630672.745583,38.84828561,-77.07962214,42.0,52.0,18.0,-1.0,-1.0,50
c:d5:2:ba:b6:af,363630672.745583,38.84873139,-77.08115375,42.0,41.0,15.0,-1.0,-1.0,50
e0:91:f5:a7:e4:c8,363630672.745583,38.84840327,-77.07972258,42.0,54.0,17.0,-1.0,-1.0,50
0:26:f3:fa:cb:29,363630672.745583,38.84770226,-77.07944333,46.0,30.0,14.0,-1.0,-1.0,50
50:67:f0:86:a8:5b,363630672.745583,38.84691852,-77.08144217,42.0,36.0,16.0,-1.0,-1.0,50
0:26:f3:df:3b:c8,363630672.745583,38.84845441,-77.07976818,42.0,52.0,24.0,-1.0,-1.0,50
4c:ed:de:25:e9:b2,363630672.745583,38.84847056,-77.07978558,42.0,55.0,22.0,-1.0,-1.0,50
4c:ed:de:25:dc:cb,363630672.745583,38.84845972,-77.07975685,42.0,50.0,29.0,-1.0,-1.0,50
0:26:f3:df:3b:ca,363630672.745583,38.84845507,-77.07973986,42.0,52.0,17.0,-1.0,-1.0,50
c4:3d:c7:95:88:f0,363630672.745583,38.84832912,-77.08185714,46.0,46.0,22.0,-1.0,-1.0,50
0:1e:e5:66:30:ef,363630672.745583,38.84823137,-77.08192819,50.0,47.0,21.0,-1.0,-1.0,50
0:1d:cf:57:2a:10,363630672.745583,38.84836691,-77.07964318,42.0,50.0,19.0,-1.0,-1.0,50
0:26:b8:48:22:7c,363630672.745583,38.84780269,-77.07940322,62.0,32.0,16.0,-1.0,-1.0,50
0:26:f3:df:3b:c9,363630672.745583,38.84846377,-77.07973343,42.0,52.0,22.0,-1.0,-1.0,50
e0:46:9a:3a:ff:84,363630672.745583,38.84828555,-77.07956951,42.0,52.0,20.0,-1.0,-1.0,50
c4:3d:c7:97:31:24,363630672.745583,38.84843933,-77.07970428,42.0,53.0,19.0,-1.0,-1.0,50
2c:b0:5d:28:8b:ce,363630672.745583,38.84820294,-77.08195924,42.0,40.0,15.0,-1.0,-1.0,50
0:25:9c:d6:48:b6,363630672.745583,38.84828227,-77.08191102,42.0,49.0,18.0,-1.0,-1.0,50
0:c0:23:b8:50:30,363630672.745583,38.84675854,-77.08110481,43.0,38.0,16.0,-1.0,-1.0,50
e0:46:9a:50:47:6a,363630672.745583,38.84823781,-77.08194404,42.0,49.0,23.0,-1.0,-1.0,50
4c:ed:de:25:e7:a9,363630672.745583,38.84851789,-77.07978779,42.0,51.0,29.0,-1.0,-1.0,50
50:67:f0:86:a8:12,363630672.745583,38.84692412,-77.08153903,42.0,38.0,17.0,-1.0,-1.0,50
0:c0:23:b8:50:70,363630672.745583,38.84676063,-77.08112335,42.0,39.0,19.0,-1.0,-1.0,50
0:26:b6:42:bf:0,363630672.745583,38.8485192,-77.07978665,42.0,53.0,25.0,-1.0,-1.0,50
50:67:f0:86:a7:e1,363630672.185595,38.84731334,-77.0812174,42.0,36.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:8d,363630672.185595,38.8474009,-77.08108454,42.0,34.0,22.0,-1.0,-1.0,50
50:67:f0:86:a8:4c,363630672.185595,38.84780085,-77.08071738,42.0,37.0,14.0,-1.0,-1.0,50
50:67:f0:86:a7:d8,363630672.185595,38.84779727,-77.08071172,42.0,34.0,12.0,-1.0,-1.0,50
b8:9b:c9:44:3c:db,363630672.185595,38.84824728,-77.08056133,45.0,36.0,14.0,-1.0,-1.0,50
78:cd:8e:2f:d8:49,363630672.185595,38.84841692,-77.08055603,42.0,35.0,17.0,-1.0,-1.0,50
50:67:f0:86:a7:bb,363630672.185595,38.84737873,-77.08108305,42.0,37.0,23.0,-1.0,-1.0,50
0:1f:90:da:34:cc,363630672.185595,38.8481549,-77.08384442,126.0,40.0,13.0,-1.0,-1.0,50
0:18:1:e5:84:b6,363630672.185595,38.84956902,-77.08270674,47.0,46.0,12.0,-1.0,-1.0,50
b8:9b:c9:44:3c:da,363630672.185595,38.84823554,-77.08054596,49.0,36.0,18.0,-1.0,-1.0,50
0:7f:28:6:73:c4,363630672.185595,38.84960281,-77.08257281,44.0,44.0,12.0,-1.0,-1.0,50
78:cd:8e:2f:d8:4b,363630672.185595,38.84839987,-77.08053785,42.0,36.0,17.0,-1.0,-1.0,50
78:cd:8e:2f:d8:48,363630672.185595,38.84843796,-77.08054095,42.0,36.0,15.0,-1.0,-1.0,50
0:24:36:ad:c3:4b,363630672.185595,38.84833359,-77.08053314,42.0,35.0,16.0,-1.0,-1.0,50
0:21:63:a9:59:48,363630672.185595,38.84831458,-77.08053076,43.0,34.0,15.0,-1.0,-1.0,50
b8:9b:c9:44:3c:d9,363630672.185595,38.84821808,-77.08053374,42.0,34.0,15.0,-1.0,-1.0,50
50:67:f0:86:a7:c8,363630672.185595,38.84733045,-77.08111262,42.0,35.0,23.0,-1.0,-1.0,50
e0:91:f5:b7:33:37,363630672.185595,38.8483023,-77.0805211,56.0,33.0,18.0,-1.0,-1.0,50
0:1f:90:c7:f:d0,363630672.185595,38.84942507,-77.08315497,50.0,49.0,12.0,-1.0,-1.0,50
0:1e:e5:72:af:cc,363630672.185595,38.84827637,-77.08051055,42.0,35.0,17.0,-1.0,-1.0,50
2c:76:8a:4d:fc:7,363630672.185595,38.84859216,-77.08053815,42.0,39.0,13.0,-1.0,-1.0,50
78:cd:8e:2f:d8:4a,363630672.185595,38.84843784,-77.08051079,42.0,36.0,16.0,-1.0,-1.0,50
28:cf:da:b5:9b:ed,363630672.185595,38.84844768,-77.08050441,42.0,35.0,15.0,-1.0,-1.0,50
4c:ed:de:25:e9:e4,363630672.185595,38.84818309,-77.08050626,42.0,36.0,14.0,-1.0,-1.0,50
0:1d:cf:9e:b5:d0,363630672.185595,38.84859865,-77.08052456,42.0,38.0,13.0,-1.0,-1.0,50
0:26:b8:a4:f7:c3,363630672.185595,38.84843385,-77.08049303,48.0,37.0,16.0,-1.0,-1.0,50
50:67:f0:86:a7:85,363630672.185595,38.84742611,-77.08093315,42.0,36.0,17.0,-1.0,-1.0,50
0:1d:cf:26:e:b0,363630672.185595,38.84733068,-77.08335655,42.0,44.0,13.0,-1.0,-1.0,50
0:26:b8:b5:6a:a3,363630672.185595,38.84859573,-77.08051085,42.0,37.0,12.0,-1.0,-1.0,50
50:67:f0:86:a7:c6,363630672.185595,38.84737944,-77.08097648,42.0,35.0,19.0,-1.0,-1.0,50
0:26:f3:cc:e4:eb,363630672.185595,38.84859663,-77.08050572,42.0,38.0,14.0,-1.0,-1.0,50
0:7f:28:bd:eb:c0,363630672.185595,38.84835845,-77.08047199,42.0,39.0,21.0,-1.0,-1.0,50
0:26:f3:cc:e4:e8,363630672.185595,38.84859317,-77.08049958,42.0,38.0,13.0,-1.0,-1.0,50
e0:91:f5:b7:b0:72,363630672.185595,38.84732705,-77.08337485,42.0,43.0,12.0,-1.0,-1.0,50
50:67:f0:86:a7:e3,363630672.185595,38.84742021,-77.0809099,42.0,40.0,22.0,-1.0,-1.0,50
0:1e:8c:61:f4:8b,363630672.185595,38.84732383,-77.08338028,42.0,43.0,13.0,-1.0,-1.0,50
50:67:f0:86:a7:a6,363630672.185595,38.84740132,-77.08092373,42.0,37.0,19.0,-1.0,-1.0,50
30:46:9a:69:a9:32,363630672.185595,38.84784376,-77.0838353,42.0,35.0,10.0,-1.0,-1.0,50
0:1d:d1:54:bd:10,363630672.185595,38.84867572,-77.08389556,42.0,43.0,12.0,-1.0,-1.0,50
0:26:f3:cc:e4:ea,363630672.185595,38.84859615,-77.08048444,42.0,38.0,14.0,-1.0,-1.0,50
0:24:d2:f6:1f:b,363630672.185595,38.84834086,-77.08044999,42.0,38.0,17.0,-1.0,-1.0,50
0:26:f3:cc:e4:e9,363630672.185595,38.84859353,-77.0804795,42.0,39.0,13.0,-1.0,-1.0,50
0:1f:90:ca:51:fc,363630672.185595,38.84859842,-77.08048039,42.0,39.0,14.0,-1.0,-1.0,50
0:26:b8:6c:58:60,363630672.185595,38.84818816,-77.08045369,42.0,36.0,12.0,-1.0,-1.0,50
0:18:f8:1a:60:76,363630672.185595,38.84730422,-77.08337223,42.0,44.0,11.0,-1.0,-1.0,50
0:1e:31:c2:64:5,363630672.185595,38.8483023,-77.08396881,42.0,46.0,15.0,-1.0,-1.0,50
0:26:b8:b0:e3:2f,363630672.185595,38.84776794,-77.08381837,42.0,35.0,10.0,-1.0,-1.0,50
0:d:67:27:12:ee,363630672.185595,38.84731346,-77.08341413,42.0,44.0,12.0,-1.0,-1.0,50
0:d:67:27:12:e7,363630672.185595,38.84731715,-77.08342468,42.0,44.0,13.0,-1.0,-1.0,50
e0:91:f5:c4:1c:1b,363630672.745583,38.84873211,-77.08129566,42.0,47.0,16.0,-1.0,-1.0,50
0:7f:28:6:23:f3,363630672.745583,38.84850567,-77.07976591,42.0,53.0,27.0,-1.0,-1.0,50
0:9:5b:48:16:22,363630672.745583,38.84825652,-77.08193892,42.0,47.0,22.0,-1.0,-1.0,50
74:31:70:b6:93:1d,363630672.745583,38.84853047,-77.07979381,42.0,50.0,27.0,-1.0,-1.0,50
0:26:b8:ae:e3:bb,363630672.745583,38.84747028,-77.07943952,72.0,27.0,11.0,-1.0,-1.0,50
0:17:3f:a1:6:d0,363630672.745583,38.84841585,-77.07966232,42.0,52.0,17.0,-1.0,-1.0,50
50:67:f0:86:a8:bc,363630672.745583,38.84691047,-77.08154582,42.0,39.0,19.0,-1.0,-1.0,50
0:1f:33:46:84:cc,363630672.745583,38.84822481,-77.08197325,47.0,46.0,17.0,-1.0,-1.0,50
0:26:f2:8e:8d:79,363630672.745583,38.84829348,-77.07954388,42.0,54.0,23.0,-1.0,-1.0,50
0:26:f3:df:3b:cb,363630672.745583,38.84849298,-77.07972466,42.0,53.0,15.0,-1.0,-1.0,50
e0:46:9a:42:d7:2d,363630672.745583,38.84769541,-77.07937073,49.0,29.0,13.0,-1.0,-1.0,50
74:31:70:ee:aa:f7,363630672.745583,38.84786498,-77.07936877,48.0,35.0,18.0,-1.0,-1.0,50
0:7f:28:9:cc:41,363630672.745583,38.84854549,-77.079782,42.0,53.0,25.0,-1.0,-1.0,50
0:24:d2:f6:23:c0,363630672.745583,38.84840387,-77.07962137,42.0,49.0,15.0,-1.0,-1.0,50
0:c0:23:b8:4f:c0,363630672.745583,38.846744,-77.08115917,48.0,39.0,18.0,-1.0,-1.0,50
0:7f:28:bb:6e:9d,363630672.745583,38.84855538,-77.07979023,42.0,51.0,23.0,-1.0,-1.0,50
0:1c:df:21:36:dd,363630672.745583,38.84874773,-77.08014696,42.0,39.0,13.0,-1.0,-1.0,50
a0:21:b7:65:97:8a,363630672.745583,38.84819811,-77.08200961,42.0,42.0,20.0,-1.0,-1.0,50
4c:ed:de:25:ea:9,363630672.745583,38.84737765,-77.07943367,67.0,26.0,9.0,-1.0,-1.0,50
b8:9b:c9:3f:12:69,363630672.745583,38.84882688,-77.08112812,46.0,39.0,14.0,-1.0,-1.0,50
b8:9b:c9:3f:12:68,363630672.745583,38.84881794,-77.08116883,47.0,42.0,16.0,-1.0,-1.0,50
ac:81:12:1d:6:3c,363630672.745583,38.8482244,-77.08202719,42.0,42.0,19.0,-1.0,-1.0,50
60:33:4b:e7:4a:63,363630672.745583,38.84772223,-77.07931357,54.0,29.0,13.0,-1.0,-1.0,50
0:22:3f:77:72:f0,363630672.745583,38.84885084,-77.08109766,45.0,39.0,15.0,-1.0,-1.0,50
b8:9b:c9:3f:12:6a,363630672.745583,38.84885269,-77.08110702,67.0,39.0,14.0,-1.0,-1.0,50
0:7f:28:28:2:e7,363630672.745583,38.84878057,-77.08011633,42.0,40.0,14.0,-1.0,-1.0,50
0:11:24:ed:4f:b1,363630672.745583,38.84803462,-77.07934534,44.0,32.0,18.0,-1.0,-1.0,50
0:7f:28:7:80:f7,363630672.745583,38.84872978,-77.07999283,42.0,43.0,15.0,-1.0,-1.0,50
94:44:52:22:be:da,363630672.745583,38.84767961,-77.0793066,68.0,32.0,14.0,-1.0,-1.0,50
4c:ed:de:25:e8:a9,363630672.745583,38.84754729,-77.07931774,77.0,29.0,13.0,-1.0,-1.0,50
b8:9b:c9:3f:12:6b,363630672.745583,38.8488776,-77.08111745,68.0,40.0,17.0,-1.0,-1.0,50
94:44:52:58:5b:14,363630672.745583,38.84789025,-77.07927614,43.0,35.0,24.0,-1.0,-1.0,50
0:f:b5:60:ef:b6,363630672.745583,38.84835493,-77.08200579,52.0,50.0,20.0,-1.0,-1.0,50
4c:ed:de:25:e1:21,363630672.745583,38.84876513,-77.07997488,42.0,39.0,17.0,-1.0,-1.0,50
0:7f:28:12:a8:80,363630672.745583,38.84880143,-77.08005666,46.0,40.0,16.0,-1.0,-1.0,50
78:cd:8e:8c:e2:96,363630672.745583,38.84879612,-77.08003222,42.0,37.0,15.0,-1.0,-1.0,50
0:26:62:c2:41:d9,363630672.745583,38.84825414,-77.08209425,42.0,50.0,26.0,-1.0,-1.0,50
c4:3d:c7:ad:e8:8e,363630672.745583,38.84749609,-77.07928687,90.0,27.0,28.0,-1.0,-1.0,50
0:1e:2a:5c:9:9a,363630672.745583,38.84751456,-77.07927483,178.0,27.0,9.0,-1.0,-1.0,50
0:24:b2:db:1d:ac,363630672.745583,38.84830588,-77.08207315,42.0,48.0,21.0,-1.0,-1.0,50
a0:21:b7:c0:0:d4,363630672.745583,38.84832322,-77.08207696,42.0,46.0,23.0,-1.0,-1.0,50
68:7f:74:cb:f9:35,363630672.745583,38.84826076,-77.08211964,42.0,44.0,22.0,-1.0,-1.0,50
20:4e:7f:21:92:d2,363630672.745583,38.84872436,-77.07983106,44.0,40.0,22.0,-1.0,-1.0,50
c0:3f:e:28:1d:40,363630672.745583,38.84824305,-77.08213096,42.0,45.0,21.0,-1.0,-1.0,50
68:7f:74:cb:f9:34,363630672.745583,38.84827345,-77.08211666,42.0,41.0,21.0,-1.0,-1.0,50
0:1d:7e:66:46:56,363630672.745583,38.84805667,-77.08221501,118.0,49.0,22.0,-1.0,-1.0,50
0:90:4b:d3:65:95,363630672.745583,38.84681224,-77.08164256,52.0,37.0,22.0,-1.0,-1.0,50
c:d5:2:9e:63:90,363630672.745583,38.84823179,-77.08214336,42.0,47.0,20.0,-1.0,-1.0,50
0:23:69:14:30:48,363630672.745583,38.84827256,-77.08212155,42.0,42.0,20.0,-1.0,-1.0,50
0:26:62:80:aa:3f,363630672.185595,38.84957695,-77.08302992,52.0,47.0,13.0,-1.0,-1.0,50
0:b:6b:21:ab:b9,363630676.937861,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:26:f3:fd:8e:aa,363630672.185595,38.84837096,-77.08217364,49.0,43.0,23.0,-1.0,-1.0,50
0:26:f3:fd:8e:a9,363630672.185595,38.84832566,-77.08219987,44.0,44.0,20.0,-1.0,-1.0,50
b8:9b:c9:44:3c:d8,363630672.185595,38.84821581,-77.08053624,46.0,34.0,14.0,-1.0,-1.0,50
e0:46:9a:45:e:ac,363630672.185595,38.84806352,-77.08156085,75.0,37.0,19.0,-1.0,-1.0,50
0:15:ff:16:a9:d1,363630676.950089,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0
0:18:f8:ef:cb:a4,363630672.745583,38.84830218,-77.08210736,42.0,43.0,20.0,-1.0,-1.0,50
4c:ed:de:25:dc:61,363630672.745583,38.84813839,-77.08038306,42.0,33.0,15.0,-1.0,-1.0,50
0:18:1:ea:10:bf,363630672.745583,38.84820437,-77.08203721,45.0,44.0,24.0,-1.0,-1.0,50
0:18:1:ee:57:21,363630672.745583,38.84815335,-77.08219569,56.0,44.0,26.0,-1.0,-1.0,50
0:7f:28:16:d3:c8,363630672.745583,38.84820079,-77.08217573,42.0,43.0,22.0,-1.0,-1.0,50
0:21:e9:b8:9c:a0,363631501.716626,38.82760035,-77.08835268,42.0,66.0,11.0,-1.0,-1.0,50
c0:c1:c0:7c:33:10,363631501.716626,38.82764369,-77.08806616,42.0,69.0,12.0,-1.0,-1.0,50
68:7f:74:ba:ae:14,363631501.716626,38.82782614,-77.08829349,71.0,66.0,10.0,-1.0,-1.0,50
68:7f:74:ba:ae:13,363631501.716626,38.82783663,-77.08828181,73.0,66.0,10.0,-1.0,-1.0,50
c4:3d:c7:9d:fa:35,363631501.716626,38.82750976,-77.08806347,48.0,66.0,10.0,-1.0,-1.0,50
c:d5:2:b1:9e:ad,363631501.716626,38.82783484,-77.08825355,44.0,69.0,13.0,-1.0,-1.0,50
0:18:f8:50:c3:69,363631501.716626,38.8278433,-77.08872932,43.0,68.0,9.0,-1.0,-1.0,50
0:23:97:ef:54:d3,363631501.716626,38.82803046,-77.08808809,45.0,75.0,17.0,-1.0,-1.0,50
58:6d:8f:b:b0:14,363631501.716626,38.82801985,-77.08866429,42.0,70.0,12.0,-1.0,-1.0,50
20:4e:7f:39:32:a4,363631501.716626,38.82815617,-77.08838194,49.0,73.0,11.0,-1.0,-1.0,50
0:1a:70:e8:91:b2,363631501.716626,38.82799601,-77.08782696,58.0,69.0,12.0,-1.0,-1.0,50
0:22:3f:77:79:ce,363631501.716626,38.82762402,-77.08761906,42.0,64.0,13.0,-1.0,-1.0,50
0:1c:df:4c:f4:7e,363631501.716626,38.82815802,-77.08858102,68.0,68.0,10.0,-1.0,-1.0,50
c:d5:2:9d:cb:96,363631501.716626,38.82804828,-77.08885806,48.0,69.0,14.0,-1.0,-1.0,50
c0:3f:e:78:8e:11,363631501.716626,38.82817441,-77.08808332,42.0,72.0,14.0,-1.0,-1.0,50
a0:21:b7:b7:70:f6,363631501.716626,38.82823699,-77.0886566,42.0,71.0,22.0,-1.0,-1.0,50
e0:91:f5:64:27:d,363631501.716626,38.82829099,-77.08835005,57.0,70.0,11.0,-1.0,-1.0,50
0:24:b2:94:97:7e,363631501.716626,38.82828664,-77.08799499,42.0,74.0,10.0,-1.0,-1.0,50
54:4:a6:be:4:22,363631501.716626,38.8283481,-77.08841425,60.0,69.0,12.0,-1.0,-1.0,50
c0:c1:c0:df:5f:fe,363631501.716626,38.82838839,-77.08860385,42.0,80.0,17.0,-1.0,-1.0,50
c0:c1:c0:df:5f:fd,363631501.716626,38.82839822,-77.08860957,42.0,79.0,18.0,-1.0,-1.0,50
c8:60:0:aa:e4:4e,363631501.716626,38.82837563,-77.08796405,42.0,73.0,8.0,-1.0,-1.0,50
0:12:e:8b:e:81,363631501.716626,38.82751536,-77.0872907,105.0,64.0,12.0,-1.0,-1.0,50
0:18:39:e3:33:1f,363631501.716626,38.82675993,-77.08816057,63.0,68.0,11.0,-1.0,-1.0,50
2c:b0:5d:37:17:bd,363631501.716626,38.82844877,-77.08860665,42.0,89.0,18.0,-1.0,-1.0,50
0:1a:1e:df:8:40,363631501.716626,38.82787352,-77.08942246,49.0,68.0,12.0,-1.0,-1.0,50
0:1a:1e:df:8:41,363631501.716626,38.82785725,-77.08943015,49.0,68.0,14.0,-1.0,-1.0,50
0:1a:1e:df:8:43,363631501.716626,38.82782238,-77.08944493,64.0,68.0,11.0,-1.0,-1.0,50
0:1b:2f:5:2d:5c,363631501.716626,38.82844913,-77.08866602,42.0,79.0,12.0,-1.0,-1.0,50
0:1a:1e:df:8:42,363631501.716626,38.82782441,-77.08944714,49.0,68.0,13.0,-1.0,-1.0,50
0:24:36:a6:b9:c3,363631501.716626,38.8283779,-77.08890968,42.0,70.0,17.0,-1.0,-1.0,50
b8:9b:c9:22:60:49,363631501.716626,38.82834851,-77.08898591,42.0,69.0,16.0,-1.0,-1.0,50
74:44:1:4d:70:fb,363631501.716626,38.8275122,-77.08720225,47.0,67.0,18.0,-1.0,-1.0,50
b8:9b:c9:22:60:4b,363631501.716626,38.82837027,-77.08896124,43.0,71.0,16.0,-1.0,-1.0,50
0:24:b2:61:fa:c0,363631501.716626,38.82848632,-77.08864194,42.0,79.0,21.0,-1.0,-1.0,50
b8:9b:c9:22:60:4a,363631501.716626,38.82839441,-77.08894413,42.0,68.0,17.0,-1.0,-1.0,50
0:1a:1e:df:7:80,363631501.716626,38.82773679,-77.08953768,62.0,69.0,11.0,-1.0,-1.0,50
b8:9b:c9:22:60:48,363631501.716626,38.82844656,-77.08887493,42.0,71.0,18.0,-1.0,-1.0,50
0:1a:1e:df:7:83,363631501.716626,38.82773548,-77.08955925,51.0,68.0,15.0,-1.0,-1.0,50
0:1a:1e:df:7:82,363631501.716626,38.82775622,-77.08957803,51.0,69.0,15.0,-1.0,-1.0,50
0:1a:1e:b8:dc:a1,363631501.716626,38.82821589,-77.08931607,84.0,68.0,9.0,-1.0,-1.0,50
0:1a:1e:b8:dc:a3,363631501.716626,38.82820111,-77.08933877,81.0,69.0,10.0,-1.0,-1.0,50
0:1a:1e:df:7:81,363631501.716626,38.82775855,-77.08959478,64.0,68.0,12.0,-1.0,-1.0,50
c:d5:2:10:ae:e9,363631501.716626,38.82729721,-77.08713376,53.0,67.0,11.0,-1.0,-1.0,50
58:6d:8f:22:b4:19,363631501.716626,38.82859027,-77.08862686,42.0,75.0,20.0,-1.0,-1.0,50
0:23:12:fa:8:ef,363631501.716626,38.82850325,-77.08895802,42.0,61.0,17.0,-1.0,-1.0,50
c0:c1:c0:11:e0:38,363631501.716626,38.82855719,-77.08880531,42.0,72.0,18.0,-1.0,-1.0,50
0:1a:1e:b8:dc:a0,363631501.716626,38.82823991,-77.08937567,73.0,69.0,9.0,-1.0,-1.0,50
58:6d:8f:22:b4:17,363631501.716626,38.82861477,-77.08863031,42.0,76.0,19.0,-1.0,-1.0,50
0:1a:1e:b8:dc:a2,363631501.716626,38.82825678,-77.08939027,78.0,69.0,9.0,-1.0,-1.0,50
0:7f:28:f5:82:eb,363631501.716626,38.82729107,-77.08707565,66.0,67.0,11.0,-1.0,-1.0,50
0:18:3a:d8:52:f6,363631501.716626,38.82650965,-77.088391,54.0,69.0,12.0,-1.0,-1.0,50
ac:81:12:56:37:21,363631501.716626,38.82869976,-77.08830904,43.0,71.0,15.0,-1.0,-1.0,50
0:18:f8:5c:38:12,363631501.716626,38.82671701,-77.08751314,42.0,69.0,12.0,-1.0,-1.0,50
8:86:3b:9b:af:fa,363631501.716626,38.82649695,-77.08841651,64.0,69.0,18.0,-1.0,-1.0,50
a0:cf:5b:a2:57:d0,363631501.716626,38.82681387,-77.08735764,105.0,65.0,10.0,-1.0,-1.0,50
0:9:5b:6e:8:ca,363631501.716626,38.82868212,-77.0887326,42.0,77.0,22.0,-1.0,-1.0,50
0:1a:1e:df:17:40,363631501.716626,38.82751423,-77.08978515,52.0,70.0,14.0,-1.0,-1.0,50
0:1a:1e:df:17:43,363631501.716626,38.82753604,-77.08978819,47.0,71.0,14.0,-1.0,-1.0,50
